Tipo de jornada	Ocupación	Decil	Periodo	Total
Jornada a tiempo completo	0 Ocupaciones militares	2	2022	1.173,2
Jornada a tiempo completo	0 Ocupaciones militares	2	2021	1.058,4
Jornada a tiempo completo	0 Ocupaciones militares	2	2020	1.073,7
Jornada a tiempo completo	0 Ocupaciones militares	2	2019	978,6
Jornada a tiempo completo	0 Ocupaciones militares	2	2018	858,6
Jornada a tiempo completo	0 Ocupaciones militares	2	2017	768,5
Jornada a tiempo completo	0 Ocupaciones militares	2	2016	908,6
Jornada a tiempo completo	0 Ocupaciones militares	2	2015	820,7
Jornada a tiempo completo	0 Ocupaciones militares	2	2014	889,1
Jornada a tiempo completo	0 Ocupaciones militares	2	2013	753
Jornada a tiempo completo	0 Ocupaciones militares	2	2012	926,5
Jornada a tiempo completo	0 Ocupaciones militares	2	2011	922
Jornada a tiempo completo	0 Ocupaciones militares	3	2024	1.515,1
Jornada a tiempo completo	0 Ocupaciones militares	3	2023	1.443,9
Jornada a tiempo completo	0 Ocupaciones militares	3	2022	1.352,7
Jornada a tiempo completo	0 Ocupaciones militares	3	2021	1.265,8
Jornada a tiempo completo	0 Ocupaciones militares	3	2020	1.239,6
Jornada a tiempo completo	0 Ocupaciones militares	3	2019	1.271,9
Jornada a tiempo completo	0 Ocupaciones militares	3	2018	1.226
Jornada a tiempo completo	0 Ocupaciones militares	3	2017	..
Jornada a tiempo completo	0 Ocupaciones militares	3	2016	1.194,6
Jornada a tiempo completo	0 Ocupaciones militares	3	2015	1.137,3
Jornada a tiempo completo	0 Ocupaciones militares	3	2014	1.109,9
Jornada a tiempo completo	0 Ocupaciones militares	3	2013	1.097,5
Jornada a tiempo completo	0 Ocupaciones militares	3	2012	1.176,2
Jornada a tiempo completo	0 Ocupaciones militares	3	2011	1.121,7
Jornada a tiempo completo	0 Ocupaciones militares	4	2024	1.722,9
Jornada a tiempo completo	0 Ocupaciones militares	4	2023	1.652,3
Jornada a tiempo completo	0 Ocupaciones militares	4	2022	1.555,7
Jornada a tiempo completo	0 Ocupaciones militares	4	2021	1.459,3
Jornada a tiempo completo	0 Ocupaciones militares	4	2020	1.446,5
Jornada a tiempo completo	0 Ocupaciones militares	4	2019	1.441,1
Jornada a tiempo completo	0 Ocupaciones militares	4	2018	1.373
Jornada a tiempo completo	0 Ocupaciones militares	4	2017	1.347,8
Jornada a tiempo completo	0 Ocupaciones militares	4	2016	1.350,9
Jornada a tiempo completo	0 Ocupaciones militares	4	2015	1.311
Jornada a tiempo completo	0 Ocupaciones militares	4	2014	1.343,4
Jornada a tiempo completo	0 Ocupaciones militares	4	2013	1.354,2
Jornada a tiempo completo	0 Ocupaciones militares	4	2012	1.307,1
Jornada a tiempo completo	0 Ocupaciones militares	4	2011	1.326,8
Jornada a tiempo completo	0 Ocupaciones militares	5	2024	1.919,1
Jornada a tiempo completo	0 Ocupaciones militares	5	2023	1.814,2
Jornada a tiempo completo	0 Ocupaciones militares	5	2022	1.707,8
Jornada a tiempo completo	0 Ocupaciones militares	5	2021	1.655,2
Jornada a tiempo completo	0 Ocupaciones militares	5	2020	1.601
Jornada a tiempo completo	0 Ocupaciones militares	5	2019	1.605,8
Jornada a tiempo completo	0 Ocupaciones militares	5	2018	1.550,8
Jornada a tiempo completo	0 Ocupaciones militares	5	2017	1.478,2
Jornada a tiempo completo	0 Ocupaciones militares	5	2016	1.494,9
Jornada a tiempo completo	0 Ocupaciones militares	5	2015	1.461,3
Jornada a tiempo completo	0 Ocupaciones militares	5	2014	1.494,8
Jornada a tiempo completo	0 Ocupaciones militares	5	2013	1.514,2
Jornada a tiempo completo	0 Ocupaciones militares	5	2012	1.485,2
Jornada a tiempo completo	0 Ocupaciones militares	5	2011	1.469,8
Jornada a tiempo completo	0 Ocupaciones militares	6	2024	2.130,6
Jornada a tiempo completo	0 Ocupaciones militares	6	2023	2.042,2
Jornada a tiempo completo	0 Ocupaciones militares	6	2022	1.885,6
Jornada a tiempo completo	0 Ocupaciones militares	6	2021	1.868,5
Jornada a tiempo completo	0 Ocupaciones militares	6	2020	1.801,6
Jornada a tiempo completo	0 Ocupaciones militares	6	2019	1.837,9
Jornada a tiempo completo	0 Ocupaciones militares	6	2018	1.744,2
Jornada a tiempo completo	0 Ocupaciones militares	6	2017	1.708
Jornada a tiempo completo	0 Ocupaciones militares	6	2016	1.678,3
Jornada a tiempo completo	0 Ocupaciones militares	6	2015	1.685,2
Jornada a tiempo completo	0 Ocupaciones militares	6	2014	1.720
Jornada a tiempo completo	0 Ocupaciones militares	6	2013	1.697,7
Jornada a tiempo completo	0 Ocupaciones militares	6	2012	1.682
Jornada a tiempo completo	0 Ocupaciones militares	6	2011	1.650,7
Jornada a tiempo completo	0 Ocupaciones militares	7	2024	2.519,7
Jornada a tiempo completo	0 Ocupaciones militares	7	2023	2.397,7
Jornada a tiempo completo	0 Ocupaciones militares	7	2022	2.118,9
Jornada a tiempo completo	0 Ocupaciones militares	7	2021	2.119,9
Jornada a tiempo completo	0 Ocupaciones militares	7	2020	2.121,3
Jornada a tiempo completo	0 Ocupaciones militares	7	2019	2.060,1
Jornada a tiempo completo	0 Ocupaciones militares	7	2018	2.007,3
Jornada a tiempo completo	0 Ocupaciones militares	7	2017	1.954,4
Jornada a tiempo completo	0 Ocupaciones militares	7	2016	1.970,1
Jornada a tiempo completo	0 Ocupaciones militares	7	2015	1.965,3
Jornada a tiempo completo	0 Ocupaciones militares	7	2014	1.988,3
Jornada a tiempo completo	0 Ocupaciones militares	7	2013	1.944,8
Jornada a tiempo completo	0 Ocupaciones militares	7	2012	1.915,5
Jornada a tiempo completo	0 Ocupaciones militares	7	2011	1.958,5
Jornada a tiempo completo	0 Ocupaciones militares	8	2024	2.892
Jornada a tiempo completo	0 Ocupaciones militares	8	2023	2.773,4
Jornada a tiempo completo	0 Ocupaciones militares	8	2022	2.553,5
Jornada a tiempo completo	0 Ocupaciones militares	8	2021	2.538,2
Jornada a tiempo completo	0 Ocupaciones militares	8	2020	2.522,9
Jornada a tiempo completo	0 Ocupaciones militares	8	2019	2.487,8
Jornada a tiempo completo	0 Ocupaciones militares	8	2018	2.449,8
Jornada a tiempo completo	0 Ocupaciones militares	8	2017	2.449,8
Jornada a tiempo completo	0 Ocupaciones militares	8	2016	2.378,2
Jornada a tiempo completo	0 Ocupaciones militares	8	2015	2.343,2
Jornada a tiempo completo	0 Ocupaciones militares	8	2014	2.442
Jornada a tiempo completo	0 Ocupaciones militares	8	2013	2.413,1
Jornada a tiempo completo	0 Ocupaciones militares	8	2012	2.330,3
Jornada a tiempo completo	0 Ocupaciones militares	8	2011	2.293,6
Jornada a tiempo completo	0 Ocupaciones militares	9	2024	3.561,2
Jornada a tiempo completo	0 Ocupaciones militares	9	2023	3.388,8
Jornada a tiempo completo	0 Ocupaciones militares	9	2022	..
Jornada a tiempo completo	0 Ocupaciones militares	9	2021	3.126,7
Jornada a tiempo completo	0 Ocupaciones militares	9	2020	3.173,5
Jornada a tiempo completo	0 Ocupaciones militares	9	2019	3.057,3
Jornada a tiempo completo	0 Ocupaciones militares	9	2018	3.031,2
Jornada a tiempo completo	0 Ocupaciones militares	9	2017	3.013,2
Jornada a tiempo completo	0 Ocupaciones militares	9	2016	3.071,9
Jornada a tiempo completo	0 Ocupaciones militares	9	2015	2.972
Jornada a tiempo completo	0 Ocupaciones militares	9	2014	2.909,7
Jornada a tiempo completo	0 Ocupaciones militares	9	2013	2.814,7
Jornada a tiempo completo	0 Ocupaciones militares	9	2012	2.804,2
Jornada a tiempo completo	0 Ocupaciones militares	9	2011	2.838,6
Jornada a tiempo completo	0 Ocupaciones militares	10	2024	4.983
Jornada a tiempo completo	0 Ocupaciones militares	10	2023	..
Jornada a tiempo completo	0 Ocupaciones militares	10	2022	..
Jornada a tiempo completo	0 Ocupaciones militares	10	2021	3.779,3
Jornada a tiempo completo	0 Ocupaciones militares	10	2020	4.615,7
Jornada a tiempo completo	0 Ocupaciones militares	10	2019	4.494,1
Jornada a tiempo completo	0 Ocupaciones militares	10	2018	4.206,2
Jornada a tiempo completo	0 Ocupaciones militares	10	2017	4.242,5
Jornada a tiempo completo	0 Ocupaciones militares	10	2016	3.940,6
Jornada a tiempo completo	0 Ocupaciones militares	10	2015	3.990,7
Jornada a tiempo completo	0 Ocupaciones militares	10	2014	4.348,4
Jornada a tiempo completo	0 Ocupaciones militares	10	2013	4.101,5
Jornada a tiempo completo	0 Ocupaciones militares	10	2012	3.838
Jornada a tiempo completo	0 Ocupaciones militares	10	2011	3.626,9
Jornada a tiempo parcial	Total	Total	2024	1.006,6
Jornada a tiempo parcial	Total	Total	2023	915,7
Jornada a tiempo parcial	Total	Total	2022	891,3
Jornada a tiempo parcial	Total	Total	2021	828,3
Jornada a tiempo parcial	Total	Total	2020	800,3
Jornada a tiempo parcial	Total	Total	2019	806,2
Jornada a tiempo parcial	Total	Total	2018	746,1
Jornada a tiempo parcial	Total	Total	2017	731,4
Jornada a tiempo parcial	Total	Total	2016	734,2
Jornada a tiempo parcial	Total	Total	2015	697,2
Jornada a tiempo parcial	Total	Total	2014	698,2
Jornada a tiempo parcial	Total	Total	2013	697
Jornada a tiempo parcial	Total	Total	2012	664,9
Jornada a tiempo parcial	Total	Total	2011	697,2
Jornada a tiempo parcial	Total	1	2024	685,6
Jornada a tiempo parcial	Total	1	2023	625,2
Jornada a tiempo parcial	Total	1	2022	600,7
Jornada a tiempo parcial	Total	1	2021	547,9
Jornada a tiempo parcial	Total	1	2020	503,8
Jornada a tiempo parcial	Total	1	2019	518,4
Jornada a tiempo parcial	Total	1	2018	461,9
Jornada a tiempo parcial	Total	1	2017	450,3
Jornada a tiempo parcial	Total	1	2016	444,4
Jornada a tiempo parcial	Total	1	2015	406,7
Jornada a tiempo parcial	Total	1	2014	400,4
Jornada a tiempo parcial	Total	1	2013	401,7
Jornada a tiempo parcial	Total	1	2012	411,3
Jornada a tiempo parcial	Total	1	2011	447,2
Jornada a tiempo parcial	Total	2	2024	1.223,5
Jornada a tiempo parcial	Total	2	2023	1.142,5
Jornada a tiempo parcial	Total	2	2022	1.077,2
Jornada a tiempo parcial	Total	2	2021	989,9
Jornada a tiempo parcial	Total	2	2020	954,7
Jornada a tiempo parcial	Total	2	2019	948,7
Jornada a tiempo parcial	Total	2	2018	873,3
Jornada a tiempo parcial	Total	2	2017	837
Jornada a tiempo parcial	Total	2	2016	826,9
Jornada a tiempo parcial	Total	2	2015	802,1
Jornada a tiempo parcial	Total	2	2014	789,9
Jornada a tiempo parcial	Total	2	2013	780,3
Jornada a tiempo parcial	Total	2	2012	795,3
Jornada a tiempo parcial	Total	2	2011	833,1
Jornada a tiempo parcial	Total	3	2024	1.488,5
Jornada a tiempo parcial	Total	3	2023	1.421,9
Jornada a tiempo parcial	Total	3	2022	1.338,4
Jornada a tiempo parcial	Total	3	2021	1.257,9
Jornada a tiempo parcial	Total	3	2020	1.227
Jornada a tiempo parcial	Total	3	2019	1.218,3
Jornada a tiempo parcial	Total	3	2018	1.140,8
Jornada a tiempo parcial	Total	3	2017	1.109,9
Jornada a tiempo parcial	Total	3	2016	1.102
Jornada a tiempo parcial	Total	3	2015	1.091,6
Jornada a tiempo parcial	Total	3	2014	1.080
Jornada a tiempo parcial	Total	3	2013	1.076,2
Jornada a tiempo parcial	Total	3	2012	1.115,1
Jornada a tiempo parcial	Total	3	2011	1.125,1
Jornada a tiempo parcial	Total	4	2024	1.683
Jornada a tiempo parcial	Total	4	2023	1.632,3
Jornada a tiempo parcial	Total	4	2022	1.513,5
Jornada a tiempo parcial	Total	4	2021	1.446,8
Jornada a tiempo parcial	Total	4	2020	1.422,7
Jornada a tiempo parcial	Total	4	2019	1.413,6
Jornada a tiempo parcial	Total	4	2018	1.348,9
Jornada a tiempo parcial	Total	4	2017	1.322,3
Jornada a tiempo parcial	Total	4	2016	1.324,5
Jornada a tiempo parcial	Total	4	2015	1.298,6
Jornada a tiempo parcial	Total	4	2014	1.312,6
Jornada a tiempo parcial	Total	4	2013	1.314,1
Jornada a tiempo parcial	Total	4	2012	1.298,7
Jornada a tiempo parcial	Total	4	2011	1.285,8
Jornada a tiempo parcial	Total	5	2024	1.863,3
Jornada a tiempo parcial	Total	5	2023	1.821,1
Jornada a tiempo parcial	Total	5	2022	1.713,8
Jornada a tiempo parcial	Total	5	2021	1.645,7
Jornada a tiempo parcial	Total	5	2020	1.608,7
Jornada a tiempo parcial	Total	5	2019	1.592
Jornada a tiempo parcial	Total	5	2018	1.563,2
Jornada a tiempo parcial	Total	5	2017	1.489,1
Jornada a tiempo parcial	Total	5	2016	1.510,5
Jornada a tiempo parcial	Total	5	2015	1.508,6
Jornada a tiempo parcial	Total	5	2014	1.485,8
Jornada a tiempo parcial	Total	5	2013	1.508,3
Jornada a tiempo parcial	Total	5	2012	1.476,8
Jornada a tiempo parcial	Total	5	2011	1.505
Jornada a tiempo parcial	Total	6	2024	2.132,3
Jornada a tiempo parcial	Total	6	2023	2.032,9
Jornada a tiempo parcial	Total	6	2022	1.901,1
Jornada a tiempo parcial	Total	6	2021	1.847,3
Jornada a tiempo parcial	Total	6	2020	1.827
Jornada a tiempo parcial	Total	6	2019	1.796,1
Jornada a tiempo parcial	Total	6	2018	1.751,9
Jornada a tiempo parcial	Total	6	2017	1.675,9
Jornada a tiempo parcial	Total	6	2016	1.712,5
Jornada a tiempo parcial	Total	6	2015	1.684,2
Jornada a tiempo parcial	Total	6	2014	1.698,9
Jornada a tiempo parcial	Total	6	2013	1.688,1
Jornada a tiempo parcial	Total	6	2012	1.676,5
Jornada a tiempo parcial	Total	6	2011	1.686,7
Jornada a tiempo parcial	Total	7	2024	2.427,8
Jornada a tiempo parcial	Total	7	2023	2.351,7
Jornada a tiempo parcial	Total	7	2022	2.170,2
Jornada a tiempo parcial	Total	7	2021	2.102,4
Jornada a tiempo parcial	Total	7	2020	2.118
Jornada a tiempo parcial	Total	7	2019	2.056
Jornada a tiempo parcial	Total	7	2018	2.036
Jornada a tiempo parcial	Total	7	2017	1.990,4
Jornada a tiempo parcial	Total	7	2016	1.950,1
Jornada a tiempo parcial	Total	7	2015	1.928,7
Jornada a tiempo parcial	Total	7	2014	1.943,1
Jornada a tiempo parcial	Total	7	2013	1.935,3
Jornada a tiempo parcial	Total	7	2012	1.938,9
Jornada a tiempo parcial	Total	7	2011	1.917,6
Jornada a tiempo parcial	Total	8	2024	2.918,3
Jornada a tiempo parcial	Total	8	2023	2.840,7
Jornada a tiempo parcial	Total	8	2022	2.539,4
Jornada a tiempo parcial	Total	8	2021	2.528,3
Jornada a tiempo parcial	Total	8	2020	2.541,4
Jornada a tiempo parcial	Total	8	2019	2.474,2
Jornada a tiempo parcial	Total	8	2018	2.447
Jornada a tiempo parcial	Total	8	2017	2.352,9
Jornada a tiempo parcial	Total	8	2016	2.340,1
Jornada a tiempo parcial	Total	8	2015	2.313,4
Jornada a tiempo parcial	Total	8	2014	2.315,9
Jornada a tiempo parcial	Total	8	2013	2.377
Jornada a tiempo parcial	Total	8	2012	2.286,4
Jornada a tiempo parcial	Total	8	2011	2.239
Jornada a tiempo parcial	Total	9	2024	3.400,2
Jornada a tiempo parcial	Total	9	2023	3.146,3
Jornada a tiempo parcial	Total	9	2022	3.087,9
Jornada a tiempo parcial	Total	9	2021	2.893,2
Jornada a tiempo parcial	Total	9	2020	3.096,8
Jornada a tiempo parcial	Total	9	2019	2.826,2
Jornada a tiempo parcial	Total	9	2018	2.767,5
Jornada a tiempo parcial	Total	9	2017	2.904,3
Jornada a tiempo parcial	Total	9	2016	2.795,4
Jornada a tiempo parcial	Total	9	2015	2.871,6
Jornada a tiempo parcial	Total	9	2014	2.912,5
Jornada a tiempo parcial	Total	9	2013	2.744,3
Jornada a tiempo parcial	Total	9	2012	2.645,4
Jornada a tiempo parcial	Total	9	2011	2.558,4
Jornada a tiempo parcial	Total	10	2024	..
Jornada a tiempo parcial	Total	10	2023	..
Jornada a tiempo parcial	Total	10	2022	4.104,9
Jornada a tiempo parcial	Total	10	2021	..
Jornada a tiempo parcial	Total	10	2020	..
Jornada a tiempo parcial	Total	10	2019	..
Jornada a tiempo parcial	Total	10	2018	..
Jornada a tiempo parcial	Total	10	2017	..
Jornada a tiempo parcial	Total	10	2016	..
Jornada a tiempo parcial	Total	10	2015	3.487,5
Jornada a tiempo parcial	Total	10	2014	..
Jornada a tiempo parcial	Total	10	2013	..
Jornada a tiempo parcial	Total	10	2012	..
Jornada a tiempo parcial	Total	10	2011	..
Jornada a tiempo parcial	1 Directores y gerentes	Total	2024	1.879,2
Jornada a tiempo parcial	1 Directores y gerentes	Total	2023	1.454,7
Jornada a tiempo parcial	1 Directores y gerentes	Total	2022	2.596,3
Jornada a tiempo parcial	1 Directores y gerentes	Total	2021	1.324
Jornada a tiempo parcial	1 Directores y gerentes	Total	2020	1.351,6
Jornada a tiempo parcial	1 Directores y gerentes	Total	2019	1.235,3
Jornada a tiempo parcial	1 Directores y gerentes	Total	2018	1.449,9
Jornada a tiempo parcial	1 Directores y gerentes	Total	2017	1.255,5
Jornada a tiempo parcial	1 Directores y gerentes	Total	2016	1.246,9
Jornada a tiempo parcial	1 Directores y gerentes	Total	2015	1.592,6
Jornada a tiempo parcial	1 Directores y gerentes	Total	2014	1.216,2
Jornada a tiempo parcial	1 Directores y gerentes	Total	2013	1.367,1
Jornada a tiempo parcial	1 Directores y gerentes	Total	2012	1.244,2
Jornada a tiempo parcial	1 Directores y gerentes	Total	2011	1.419,4
Jornada a tiempo parcial	1 Directores y gerentes	1	2024	662,8
Jornada a tiempo parcial	1 Directores y gerentes	1	2023	663,6
Jornada a tiempo parcial	1 Directores y gerentes	1	2022	659,5
Jornada a tiempo parcial	1 Directores y gerentes	1	2021	497,8
Jornada a tiempo parcial	1 Directores y gerentes	1	2020	623,2
Jornada a tiempo parcial	1 Directores y gerentes	1	2019	652
